channelID,channel_name,channel_country,ad_percentage
UCvAhDxNNUDhi78tMXVGBUaQ,Tavarish,US,4.07%
UCdubelOloxR3wzwJG9x8YqQ,Телеканал Дождь,NL,4.06%
UC6C1dyHHOMVIBAze8dWfqCw,GameStar,DE,4.06%
UC7WDD6yHgzdqijHluCi1z-Q,The Act Man,US,4.05%
UCgQ1CeGtjCbkvslmG3zTAFA,ILYA STREKAL,US,4.03%
UC7xAi2uRaJuba47-a6Wawyg,NEPROVOKATOR,RU,4.03%
UCzzLIhDbFYU46T4VFBz_m_g,Actual Justice Warrior,US,4.00%
UCIupfj3rki6dfjQqFKbXzMA,Cut The Crap,RU,4.00%
UCcLYOTz3ct6_lk9iLToxxAw,Mat Armstrong,GB,3.99%
UCSE_JyJeiJQvg3RCnSD272Q,SmugAlana,US,3.98%
UCfcQPMZg4tNk6tKUTHbAr0g,How To Beat,US,3.97%
UCqPgsbcoU1jlvSj7U7DHLrg,Джо Шизо,RU,3.97%
UCgvqvBoSHB1ctlyyhoHrGwQ,Amixem,FR,3.96%
UCPPc2PdtA7gCMbjYp_i_TKA,SuperMega,US,3.95%
UC6JRrn_7Qe1CZBcQDMieadw,ExileShow,RU,3.93%
UCiHwDqiw6-2dpSJEXkaCi9Q,Amanda the Jedi,CA,3.93%
UC5tj5QCpJKIl-KIa4Gib5Xw,Michael Malice,US,3.92%
UC7Jwj9fkrf1adN4fMmTkpug,DankPods,AU,3.92%
UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,GB,3.91%
UCQeRaTukNYft1_6AZPACnog,Asmongold TV  ,US,3.90%
UCvbHR1AuYOnJTAO2SJGVDgA,Meeponegeroi,RU,3.90%
UCS-WzPVpAAli-1IfEG2lN8A,Michael MJD,US,3.88%
UC36xmz34q02JYaZYKrMwXng,Nate Gentile,ES,3.88%
UCIyIoM_Nd8HtY19fuR_ov2A,TigerBelly,US,3.85%
UC_HF-dqn4lCs4fEA4GB210g,Swell Entertainment,US,3.85%
UCTUjwDljDdBVAVpJ6H3B7zw,ГАБАР,RU,3.84%
UCxSzYgfxKXjVIVVCbz7jmKA,Katarhont,RU,3.84%
UCIRUwCVq0JcjCkWcayrzLtw,CS GO NEWS,RU,3.83%
UCa2oFpjziUQIImcpkrflwDw,SodaEffect,RU,3.82%
UChg9P8du8Ykqy6MbMK5jpzQ,Rob Dahm,US,3.81%
UCYAg4bYdyqENxEyHUX7t1FA,der8auer,DE,3.81%
UCUKozrdkGiiw_MkUSjqssGQ,Культас ЖИВЬЕМ,RU,3.80%
UCUzkWdUCkVrkKCcmut9epTQ,DeadP47,GE,3.79%
UClmv858NOZjiVfuZMTFWC8w,Povagowani,PL,3.78%
UCcAd5Np7fO8SeejB1FVKcYw,Best Ever Food Review Show,US,3.78%
UCS87-wYrvmexsLkBj0jhrnQ,Junkyard Digs,US,3.78%
UCz0HITWbcUYEHi3TZXTyFrw,CLR Bruce Rivers,US,3.78%
UCIyLQ6cL0eWj1jT6oyy148w,Клим Жуков,RU,3.77%
UCsgv2QHkT2ljEixyulzOnUQ,AngryJoeShow,,3.77%
UCPx-ixHortODclRJlD8Fmgw,Master Play,LV,3.76%
UCiZnK4X73okItJqaCs2YDOQ,Car Maniac,DE,3.76%
UCYIgiXwJck_Pb5Nj-wIrsqg,YMH Studios,US,3.74%
UCL_BZpt0J9Kqwy6YPWr30ow,Mav,US,3.73%
UCUhFaUpnq31m6TNX2VKVSVA,carwow,GB,3.72%
UC7mFtKMM819ZeYiwgbUyy0g,Мастерская Синдиката,RU,3.71%
UC4sf8XtH_uXnwNP699luQVQ,TMG Studios,,3.70%
UC7edjYPNhTm5LYJMT7UMt0Q,The Podcast of the Lotus Eaters,GB,3.68%
UC93GxHXgjjvVd6Z-nULOdXQ,Yardrey,RU,3.68%
UCcem9I78ybZLHLRUlkUO3sw,The Proper People,US,3.68%
UCp1tsmksyf6TgKFMdt8-05Q,The Casual Criminalist,CZ,3.68%
UC1eFXmJNkjITxPFWTy6RsWg,Редакция,RU,3.65%
UCYNnan17iy3i6pzudH6CG7g,Embro - Paradox Games,RU,3.65%
UCyH0FSkvKZnDCEMTqUe0sxA,Lych,KZ,3.65%
UC-kM5kL9CgjN9s9pim089gg,Adam Conover,US,3.64%
UCOUIsSGwrFY52YctxX0gmEg,The Reviewer,VN,3.62%
UC6eWCld0KwmyHFbAqK3V-Rw,Koyori ch. 博衣こより - holoX -,JP,3.61%
UCBODyKF0JMbUd6D9Bklyzbw,Alpharad,US,3.60%
UCT-2OPZT6P8j4nEKW3DXpOA,LegitStreetCars,US,3.60%
UCvWWf-LYjaujE50iYai8WgQ,Paul's Hardware,US,3.60%
UCtWY35eYO7jI9LnCRJxBGRQ,Bulkin,RU,3.59%
UCgpSieplNxXxLXYAzJLLpng,Майкл Наки,LT,3.59%
UCrPseYLGpNygVi34QpGNqpA,Ludwig,US,3.57%
UCq7JZ8ATgQWeu6sDM1czjhg,StopGame,RU,3.56%
UCGNIf8qTK5lgwp0yysGKc7g,Дмитрий Череватенко,RU,3.52%
UC7wgf7YAEMvh7-BStvlBZEg,КИНОКРИТИКА,,3.52%
UC8LJZNHnqXKg5TMgyvxszPA,Budda. TV,,3.51%
UCASIbOoXZ9tywU_23HnHfEg,Edvard Wolf,RU,3.50%
UCyTXjkYDt1t3lH1UErSILvw,GUZNO,RU,3.50%
UCTzLRZUgelatKZ4nyIKcAbg,Hardware Canucks,CA,3.50%
UCIveFvW-ARp_B_RckhweNJw,StevenCrowder,US,3.49%
UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,US,3.49%
UCI8iQa1hv7oV_Z8D35vVuSg,Hardware Unboxed,AU,3.49%
UCKJR3vviTtxlwlo4nzZ0M0w,Custom Truck,BY,3.48%
UCWedHS9qKebauVIK2J7383g,Underscore_,FR,3.48%
UCiFPh9V3Tkhqj6pvk2oK_sg,DeaDem,RU,3.47%
UCorikuuyFz1dZLo3N9nHc4w,Blarg,CA,3.46%
UCIjuLiLHdFxYtFmWlbTGQRQ,Peter Schiff,PR,3.45%
UCVNpi8gEL8ResnPO7pytQYA,Полигон-98,RU,3.45%
UCz8K1occVvDTYDfFo7N5EZw,Law&Crime Network,US,3.45%
UChIs72whgZI9w6d6FhwGGHA,Gamers Nexus,US,3.44%
UC14OarNMc15ZxzlDziVShXg,Kaluch,PL,3.43%
UCfyehHM_eo4g5JUyWmms2LA,Sorted Food,GB,3.42%
UCClgnrIfArlWVWvaPc7KF7w,Асафьев. Жизнь,RU,3.42%
UCaPOHjHoCbbnxZLHu9wgRRw,AreYouGarbage? Comedy Podcast,US,3.42%
UC6cTDJ9i82Fj1NDLskGlBxg,Allaster,RU,3.41%
UCDPK_MTu3uTUFJXRVcTJcEw,Mcfly et Carlito,FR,3.40%
UCRWskElXZvb3q0W5JopPTnQ,Historia bez cenzury,PL,3.40%
UCAQHQEO4QpI5dXtr3vLoFCg,The Detail Geek,CA,3.37%
UCWeg2Pkate69NFdBeuRFTAw,SQUEEZIE,FR,3.37%
UCE1QIfI8FV152bn1kN34gyQ,PoleznyiBes,KZ,3.37%
UCmbkRUS_4Efdt5UIhwNqtcw,Greg Salazar,US,3.36%
UCs8lYkna2S6DkcHO9o2008A,Roanoke Gaming,US,3.36%
UCTF0ldaORTbCfx2ahvFfYWg,Phê Game,VN,3.35%
UC_mPBfl442yiubiPyswqulA,Владимир Чайкин,LV,3.34%
UC6Mjg5R5QOJYjrio1JmP8Fg,oompaville,US,3.31%
UCsC--WvN66vZlDoYShzn4sA,Oxhorn,US,3.31%
UCM7-8EfoIv0T9cCI4FhHbKQ,Алексей Шевцов,UA,3.30%
UCiDJtJKMICpb9B1qf7qjEOA,Adam Savage’s Tested,US,3.28%
UCc1lGoEVffJmXTrtd6GCn_A,Супер Сус,UA,3.28%
UCeevOkOum6Oj44lVZQdzaCg,FlygonHG,US,3.27%
UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,US,3.27%
UC76cjucD-jhzn3z6vVpY1wQ,Боярова Юля,KZ,3.26%
UCOFafpmI_dt8SxisbKniN4A,Mesut Çevik,TR,3.20%
UCZFipeZtQM5CKUjx6grh54g,Isaac Arthur,US,3.17%
UCAvrIl6ltV8MdJo3mV4Nl4Q,MrLololoshka (Роман Фильченков),US,3.17%
UC9diVCDUnRAB3buT1vLn4-w,FROST,RU,3.17%
UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,,3.15%
UCAnzaHhB0ONtwDkYdc3MFCw,Linkus7,,3.14%
UCqzgQIvvti_uZMoBxmxaihw,Михеев и Павлов,RU,3.11%
UC5Dw9TFdbPJoTDMSiJdIQTA,Whatifalthist,US,3.11%
UCnJutVTtn3ZXyapoGUmuRTA,SoupRS,US,3.09%
UC6rAAGWWDTSKdQIof5DslpQ,Подборки ДТП и Аварии Russian Crash channel,RU,3.08%
UCJjSDX-jUChzOEyok9XYRJQ,Jubilee,US,3.08%
UCLdZkn3Naxd-94aZrWY0zGQ,WoW - Wolski o Wojnie ,PL,3.06%
UC7oPkqeHTwuOZ5CZ-R9f-6w,Triggernometry,GB,3.06%
UCkWQ0gDrqOCarmUKmppD7GQ,JayzTwoCents,US,3.05%
UCyJfHnEgLnvrjQcPsR3UVeQ,Peperaio Hardware,BR,3.03%
UCwdVOry0oNF9WIe_3uCfz9Q,Matt's Off Road Recovery,US,3.03%
UCT6QFE3peNry9PdO5uGj96g,Kinda Funny Games,US,3.03%
UCG749Dj4V2fKa143f8sE60Q,Tim Pool,US,3.03%
UCdn5BQ06XqgXoAxIhbqw5Rg,フブキCh。白上フブキ,JP,3.00%
UCH-_hzb2ILSCo9ftVSnrCIQ,The Yogscast,GB,2.98%
UCsqjHFMB_JYTaEnf_vmTNqg,Doug DeMuro,US,2.97%
UCUllb83Lugbka-rvF6Nutxg,KREOSAN ,US,2.96%
UCEfe80CP2cs1eLRNQazffZw,Dave Smith,US,2.94%
UCfQgsKhHjSyRLOp9mnffqVg,Renaissance Periodization,US,2.94%
UCZRc1nFfH2FmGd2feIBlPOQ,Независимый Эксперт,RU,2.94%
UC2tsySbe9TNrI-xh2lximHA,A4,US,2.92%
UCWG86L4tau8SZ4jRqiVco5g,Чердак,US,2.88%
UCHwE8LkjTPtBkqsKmAtXSmg,LenS,RU,2.88%
UCnMi24EZ0Lc52yoi5nvMcvA,сачелька,RU,2.80%
UClxgKTFDjv90AQ_MYWiB1PA,Ancient Gameplays,PT,2.80%
UC4e_XPBiiIO4fo4_CucxQeg,IXBT Games,TR,2.77%
UCQVtD_N4OeD-9PshBq7NwyQ,ФЕЙГИН LIVE,US,2.75%
UCocvwThNlcQ8pdRFnXgpGbw,chistobzden,US,2.73%
UC1ppJCQhKVPm7INQcy7OWlA,Нарратор,RU,2.72%
UCWu-IOxbeSD-MRM2Q87ZF0A,Think Before You Sleep,US,2.69%
UCKucg78eVWN8ud_6dF-9D5w,Professional Supreme,RU,2.66%
UC3GHsIMD-Jw7FNVmbhKZdIw,Ivan Puopolo,FI,2.66%
UCuyRsHZILrU7ZDIAbGASHdA,ThePrint,IN,2.66%
UCByOkBSMkZaUOB2xI0R9Hlg,sereGGa,RU,2.59%
UCmNDf2w5wy9m61bq7IqmWZg,Цифровая история,RU,2.58%
UCeP4Yv3s4RvS0-6d9OInRMw,Real Civil Engineer,GB,2.54%
UCf31Gf5nCU8J6eUlr7QSU0w,Marmok,RU,2.52%
UCEcrRXW3oEYfUctetZTAWLw,WVFRM Podcast,US,2.52%
UCCo6EC0MOfJSnHbD3LI6iFA,spoonkid2,US,2.51%
UCkUFua6WbuKcmMDrcxRpH7A,Дюшес,,2.50%
UCLizDDpxiFRoqTLlMyGX7lQ,Joe Speen,RU,2.49%
UCUUTFTtJaa8NNnPbcg_B1EA,23 Media,FI,2.47%
UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,US,2.46%
UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,IE,2.45%
UCg-_lYeV8hBnDSay7nmphUA,Sampson Boat Co,,2.44%
UC_i7bpBwnPW1wlPQ5En81Lw,Fredj Rofls,,2.42%
UCb6mvPVS9hxJESNROQTnV4Q,Anton Vlasov,RU,2.42%
UCnDgIiMU3CyNHGP9wlLbgqw,LABELSMART,RU,2.39%
UCc-0YpRpqgA5lPTpSQ5uo-Q,Audit the Audit,US,2.39%
UCnQBjLBbZ6TXMwM_D_iaXjQ,Юрий Хованский,RU,2.36%
UCXEsHh2duNWSsX6K9WbmfIg,ПРИЯТНЫЙ ИЛЬДАР,BY,2.33%
UCTyA1ortyWPc1uLF5cbzluA,Mad Highlights,RU,2.32%
UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,US,2.32%
UCkxctb0jr8vwa4Do6c6su0Q,LetsPlay,US,2.31%
UC17ak86Mh6FsZjd5zNIdT1Q,Нарезной Пакет,,2.31%
UCYJPby9DRCteedh5tfxVbrw,Smosh Pit,US,2.27%
UCXNG9C7Kyusq5ir2XZ-qFdg,YOUNG MULTI LIVE,PL,2.26%
UCSyAFJ6cmgYabA0RfPCNuzA,Fritz Meinecke,DE,2.23%
UCC3ehuUksTyQ7bbjGntmx3Q,Perun,AU,2.21%
UCab_Ssb8ce_-XF7hMA2Yyyg,MURK POWER,RU,2.21%
UCo0U1tbk3YbqiLDhkeWOviQ,Bob Lennon,,2.21%
UC9Tn-atYOt8qZP-oqui7bhw,Tech YES City,AU,2.20%
UCueyCLPsCxjk1ZwtAmu6Gvw,Testing Games,,2.19%
UCzH3iADRIq1IJlIXjfNgTpA,Rooster Teeth,US,2.19%
UC9CuvdOVfMPvKCiwdGKL3cQ,GameGrumps,US,2.12%
UClj2hzTR0gl9VfZ9V6CM3kw,Staiy,CH,2.11%
UCHJUP0eG8AiejFG_xkJGbRA,KorbenDallas Топ Стрелок,RU,2.11%
UCT3-jVASfcjZvzCbUglMObA,7 vs. Wild,DE,2.10%
UCIpwPuJsrboNnf200oV8cWQ,Fleccas Talks,US,2.10%
UCmHGpQwJDW9KEuAkhJbzAHA,arteans,US,2.09%
UCF5RrlbsxJjAVLWgOCoNHMg,Bushy,US,2.09%
UCkwBmrgwtoaaXZSilir6qsg,JayEmm on Cars,GB,2.08%
UC1LpsuAUaKoMzzJSEt5WImw,Asianometry,US,2.07%
UCmRe_hOfMppsUfoW1_b3Eiw,Sorta Stupid,US,2.05%
UCeKCxQDv6lWDSzuqUXGtMRA,МИНАЕВ LIVE,RU,2.04%
UCCKkuXux09y-TCg-BQxCjNA,Code Blue Cam,US,2.03%
UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,US,2.00%
UCh2rDh7vXGeoh1LlzL3QEwg,Growling Sidewinder,,2.00%
UCpyAdtk_zvBmIjkqaQjA_DA,Дневник Сереги Пирата,RU,1.97%
UC8WAaaW2FnctRI9coYJoUdA,City Planner Plays,US,1.97%
UCPr3T20IPZ03gU9gZ2BwM5g,The Click,SE,1.95%
UCn35dVa5DJ1jVSWKwZpgrGw,Аналитика Ошибок,,1.93%
UCEkJ9m4N8y6RpMszW9FrrDg,TK Clips,RU,1.93%
UC4HCh2xl_d5MNNbcPe6hrfg,Майни,UA,1.93%
UC7JrAnhYH_u62Sn7ZYdnMrA,speedzone.hu,HU,1.92%
UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,BR,1.91%
UCdKuE7a2QZeHPhDntXVZ91w,Kuplinov ► Play,,1.91%
UCPX0gLduKAfgr-HJENa7CFw,Renato Cariani,BR,1.90%
UChY9Cgv-iyPDvf1Bkyx20OQ,My Mate VINCE,GB,1.90%
UCqCLRG4_zynXOEPU6N5POkw,Woohoojin,,1.90%
UCEJ28Q8fpjyjsqpISMwvrvg,SebbyK,GB,1.86%
UC6S1hSjVMFbB9WKv-qZKwuw,Юлик,RU,1.86%
UCiYpKsB66LZsk7s4yhxJqlQ,SimpleFlips,US,1.85%
UC-ihxmkocezGSm9JcKg1rfw,OperatorDrewski,US,1.84%
UC8q23MpiyWjv9vd4r85oj1A,Daniel Rakowiecki,PL,1.83%
UC9UuhGl8ilss3XvRll4YEWw,БРИГАДА ТВИЧА,RU,1.82%
UCaKbbb4JH9Jk4o1bz4ehdzA,Скрипач.mp4,RU,1.82%
UCzOfLNkiScJp3U_h_QlvHHg,Willjum,GB,1.80%
UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,,1.80%
UCBB0oz7Yo_35gnbPYGKGJTA,Diesel Creek,US,1.78%
UClhEl4bMD8_escGCCTmRAYg,Kanał Zero,PL,1.76%
UCQ1xVJRO5nJAqNGHnsa47bg,Patryk Mikiciuk,PL,1.76%
UC-UZjHl2kZ-6XKBLgbFgGAQ,CovertGoBlue,US,1.72%
UCVRZKu68-4tQIk7_3CJ_wKA,Out of Spec Reviews,US,1.68%
UCmGyCEbHfY91NFwHgioNLMQ,JomezPro,US,1.65%
UCw6m0T0_F5DLfPzJHumplDw,HISTORIA REALNA,PL,1.62%
UCmDTrq0LNgPodDOFZiSbsww,xQc,US,1.62%
UCihzb5NozwTJIbjeFknu4Uw,Nix,,1.59%
UCaMYqnXbEvPqV7vYuwrzf5w,Лучшее с T2x2,RU,1.58%
UCI2tyx6_N5wZUCgDKhMhVRQ,Inkognito,CZ,1.57%
UC_-Q-eLQc9RJWOCFGkbj2Hg,Denis Channel,RU,1.56%
UC1zjgoomO6brXH_6FM0qCCw,TWITCHFM,RU,1.56%
UCNPUUqi4kqjeaScWtsvfyvw,Нарезки Стинта,RU,1.55%
UCCT_JGIn9I9FS6OTzzqWEew,Robert Makłowicz,PL,1.54%
UClqyNHX7ScN4F2LOLuoPipg,CrewGTW,RU,1.53%
UCk5VRlADR5XX_zdl8FXusKg,Площадка,RU,1.52%
UC21so8jLl5sqhD2o_BMzuTw,ЛЕВИ НА ДЖИПІ,UA,1.51%
UCYzO4HZxgXc2UJQD5bIo8AQ,Biffa Plays Indie Games,GB,1.47%
UCXSXl5NnGzPXnw5kPUQH7eg,Adam Śmiałek,PL,1.45%
UCRWyPm7MrfotIYF8A8MGV3g,Josh Strife Hayes,GB,1.42%
UCmj7r31WoNIPi-1dThSP_yA,DFTK,RU,1.42%
UCvSfxFYLFImHcmi9BQMwKQw,Vorobey,US,1.42%
UCbp891F6oKl7YOwi5D2IdzQ,BoshNRoll,US,1.39%
UCH6gvihy7uI6cGy83XHrFIw,Мазеллов лучшее,RU,1.38%
UCoal_hpPIPAnWlG-kWHLheA,Drawfee Show,US,1.37%
UC8zQMOJnATX3Vvjesz_k1kA,Лига Кубизма - Нарезки,GE,1.37%
UCIfI7Yo22SMKp5PraztHM6w,Kanał Sportowy,PL,1.37%
UCFan5OZNealqfrHL_FLtL_w,Лучшее с Папичем,RU,1.36%
UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,GB,1.36%
UCAAe0hnNJBrU0HA4K0E9DbA,Вселенная Пятёрки,UA,1.36%
UCl6dGa8ClCYVmzOTr1PQd9A,HESUS STREAM,RU,1.35%
UCQGCNNFjgaQW7tYcqrSdUOg,FREAK FAMILY,RU,1.32%
UCEm0MAqM_Jsyq_iDvJ8H34w,Tomasz Ćwiąkała,PL,1.31%
UCSePgMI6WVzSE7rjiNj6jnA,Drake Rofls,RU,1.29%
UCwYcKni8ALmXNrzW4WAA6rw,Нарезки Пупа ⁴²,UA,1.29%
UCqwGaUvq_l0RKszeHhZ5leA,PietSmiet,DE,1.24%
UCYm3RgQi1kgarmf6DB-3k5A,GoodWIN Live,,1.24%
UC2NwDwW5hn73l0S2k1dy-ww,Bratishkin Rofls,UA,1.24%
UC9PBzalIcEQCsiIkq36PyUA,Digital Foundry,US,1.22%
UCld68syR8Wi-GY_n4CaoJGA,Brodie Robertson,AU,1.22%
UC3gr6ORNxD42GODIowJ8qxA,PARADEEVICH CHILL,RU,1.13%
UCtSP1OA6jO4quIGLae7Fb4g,Rocket Beans Gaming,DE,1.07%
UC2p47ZrM2ZdizmG4V7DATiQ,SSaSke Нарезки,UA,1.06%
UC9PO3VWOcE2DiSHUHLZs18w,VarsityGaming,CA,1.06%
UCdmauIL-k-djcct-yMrf82A,СТС,RU,1.05%
UCgZpwegd4AdDlZNrIamIgRw,BastiGHG,DE,1.04%
UCFIHrIGT0MBMRHzQtmzOWlQ,TeknoSeyir,TR,1.02%
UCkapkfGuO2LnDpIp8f_p7gA,Beyond the Brick,US,0.99%
UCd0kth9C1hqJiaoedeBZ0cQ,LegenVD,BE,0.98%
UCMfPBtm9CWGswAXohT5MFyQ,LaisvėsTV,LT,0.94%
UCrEMDvUyGV1p66Vf5P0O1pg,Cimoooooooo,US,0.94%
UCdS7OE5qbJQc7AG4SwlTzKg,Fatih Altaylı,TR,0.92%
UCK9i4hUwQEpzMi0KBxrYAzg,KuruHS,DE,0.86%
UCcZ3sRk9z6jjgfYQbMGTpig,Broughy1322,GB,0.85%
UCGC0AudzxPM6L55yb5iZOBg,Grendy,PL,0.83%
UCGRb1WmL-v6AxZRLbcdXD_Q,Fritz Meinecke - Live,DE,0.83%
UC5Pnrxqqg4BLTsfsUzWw5Pw,HVACR VIDEOS,US,0.82%
UCAJ41d46i6mcNAsvsWRc9hw,CaptainSparklez 2,,0.70%
UCG1QcV31eoSaX4rE8avQL4A,Bjørn Nyland,,0.63%
UCYd-ZaD2solhBivAqOpkYvA,CineBinge,CA,0.63%
UC4zgyunt7jjtsCjTroWdq3g,MysteryTV,PL,0.62%
UCbMJuChLfqeXCgEmmciKZxA,Real Responders,US,0.58%
UCdIp4tcWOGihEQKYxzSlFaQ,МИР НАИЗНАНКУ,GB,0.51%
UCZAZTSd0xnor7hJFmINIBIw,MTGGoldfish,,0.49%
UC1ig-JZyQoVpkOlyz9ODktg,Baalorlord,US,0.33%
UC5aVIcrd8YUcjlFeRMmJMsA,Lives do alanzoka,BR,0.25%
